
List of user-set options:

                                    Name   Value                used
                           linear_solver = mumps                 yes
                  ma57_automatic_scaling = yes                    no
                                max_iter = 10000                 yes
                             mu_strategy = adaptive              yes
                             output_file = DynamicOptimization_lMtildeState_actdyn_GPOPS_IPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-006                yes
This is Ipopt version 3.11.0, running with linear solver mumps.

Number of nonzeros in equality constraint Jacobian...:   254728
Number of nonzeros in inequality constraint Jacobian.:    48160
Number of nonzeros in Lagrangian Hessian.............:    85374

Total number of variables............................:    49470
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    49470
                     variables with only upper bounds:        0
Total number of equality constraints.................:    37387
Total number of inequality constraints...............:    24081
        inequality constraints with only lower bounds:    11997
   inequality constraints with lower and upper bounds:       87
        inequality constraints with only upper bounds:    11997

 182 8.1957501e+000 1.07e-003 2.36e-003  -5.6 6.07e-002  -2.0 1.00e+000 8.76e-001h  1
 183 8.1888009e+000 9.92e-004 1.41e-002  -6.6 1.81e-001  -2.5 1.00e+000 1.88e-001h  1
 184 8.1686323e+000 2.34e-003 2.11e-002  -7.5 5.24e-001  -2.9 1.00e+000 1.94e-001f  1
 185 8.1464395e+000 2.24e-003 3.31e-002  -5.3 1.47e+000  -3.4 3.81e-001 7.94e-002f  1
 186 8.1104794e+000 6.50e-003 1.79e-002  -6.3 5.65e-001  -3.0 1.00e+000 3.23e-001h  1
 187 8.0778742e+000 1.12e-002 5.57e-002  -5.5 1.61e+000  -3.5 1.00e+000 1.09e-001h  1
 188 8.0176387e+000 1.04e-002 1.32e-001  -4.9 5.49e+000  -3.9 9.62e-001 8.00e-002f  1
 189 7.9419131e+000 7.88e-003 4.87e-002  -5.5 1.70e+000  -3.5 1.00e+000 2.49e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190 7.8553475e+000 1.18e-002 2.66e-001  -4.6 1.60e+001  -4.0 1.00e+000 1.18e-001f  1
 191 7.8496990e+000 1.03e-002 2.34e-001  -5.2 3.11e-001  -2.7 1.00e+000 1.33e-001h  1
 192 7.8154513e+000 9.04e-003 2.41e-001  -5.6 1.28e+000  -3.1 1.00e+000 2.65e-001h  1
 193 7.7622031e+000 1.07e-002 1.41e-001  -6.4 4.10e-001  -2.7 1.00e+000 9.95e-001h  1
 194 7.7334701e+000 9.71e-003 9.61e-002  -5.9 1.05e+000  -3.2 1.00e+000 2.17e-001h  1
 195 7.6837226e+000 9.60e-003 5.95e-002  -5.6 2.25e+000  -3.7 1.00e+000 1.41e-001h  1
 196 7.6050304e+000 9.42e-003 1.24e-001  -4.9 6.00e+000  -4.1 9.72e-001 9.38e-002f  1
 197 7.5465983e+000 8.20e-003 6.82e-002  -5.5 2.45e+000  -3.7 6.96e-001 1.71e-001h  1
 198 7.5139476e+000 6.25e-003 3.26e-002  -6.0 9.51e-001  -3.3 1.00e+000 2.45e-001h  1
 199 7.4688506e+000 2.94e-001 8.45e-002  -5.7 4.95e-001  -2.9 1.00e+000 9.30e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200 7.4280838e+000 2.16e-001 5.37e-002  -5.4 1.43e+000  -3.3 1.00e+000 2.95e-001h  1
 201 7.3814334e+000 1.84e-001 7.86e-002  -4.9 2.94e+000  -3.8 1.00e+000 1.34e-001h  1
 202 7.2558115e+000 1.57e-001 7.98e-002  -4.6 7.28e+000  -4.3 3.83e-001 1.52e-001h  1
 203 7.2441550e+000 5.18e-002 3.45e-002  -4.5 4.03e-001  -3.0 1.00e+000 8.53e-001h  1
 204 7.2044343e+000 3.84e-002 4.03e-002  -5.1 1.18e+000  -3.4 9.97e-001 2.59e-001h  1
 205 7.0885457e+000 5.53e-002 4.99e-002  -4.8 3.21e+000  -3.9 1.00e+000 3.20e-001h  1
 206 7.0281569e+000 3.64e-002 2.42e-002  -4.8 1.25e+000  -3.5 1.00e+000 4.38e-001h  1
 207 6.9533285e+000 3.11e-002 5.04e-002  -4.4 3.32e+000  -4.0 1.00e+000 2.72e-001h  1
 208 6.9233937e+000 4.57e-003 1.57e-002  -5.3 1.79e-001  -2.6 1.00e+000 9.19e-001h  1
 209 6.8990193e+000 5.48e-003 1.10e-002  -5.7 5.78e-001  -3.1 9.99e-001 3.54e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210 6.8577135e+000 7.97e-002 9.46e-003  -5.6 1.46e+000  -3.6 1.00e+000 2.58e-001h  1
 211 6.8256243e+000 6.70e-002 6.73e-002  -4.2 3.75e+000  -4.1 6.64e-001 1.64e-001h  1
 212 6.7000647e+000 5.69e-002 2.44e-002  -4.5 8.66e+000  -4.5 7.64e-001 1.72e-001h  1
 213 6.5948216e+000 3.70e-002 2.43e-002  -4.4 3.87e+000  -4.1 1.00e+000 3.91e-001h  1
 214 6.5188751e+000 1.33e-002 2.61e-002  -4.5 1.51e+000  -3.7 1.00e+000 7.08e-001h  1
 215 6.5147852e+000 7.09e-001 2.90e-001  -4.3 1.77e+000  -3.3 1.00e+000 5.55e-001h  1
 216 6.5436311e+000 2.14e-001 1.27e-001  -4.0 7.80e-001  -2.8 1.00e+000 1.00e+000h  1
 217 6.5435747e+000 2.80e-002 6.80e-003  -4.1 1.56e-001  -2.4 9.04e-001 1.00e+000h  1
 218 6.4800576e+000 6.89e-003 3.04e-002  -5.2 2.60e-001  -2.9 9.40e-001 9.42e-001h  1
 219 6.4584769e+000 1.30e-003 1.14e-002  -5.8 1.01e-001  -2.5 1.00e+000 8.38e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220 6.4335542e+000 8.40e-004 6.42e-003  -6.4 2.91e-001  -2.9 1.00e+000 4.82e-001h  1
 221 6.4082209e+000 2.04e-003 7.70e-003  -7.0 7.87e-001  -3.4 1.00e+000 2.49e-001h  1
 222 6.3906117e+000 3.97e-003 7.86e-003  -6.7 2.17e+000  -3.9 1.00e+000 8.13e-002h  1
 223 6.3788159e+000 4.67e-004 6.65e-003  -5.9 1.11e-001  -2.6 1.00e+000 9.31e-001h  1
 224 6.3658671e+000 3.45e-003 4.81e-003  -6.3 3.27e-001  -3.0 1.00e+000 4.10e-001h  1
 225 6.3586242e+000 2.91e-003 2.38e-003  -5.9 2.00e-001  -2.6 1.00e+000 6.88e-001h  1
 226 6.3470805e+000 5.46e-003 2.01e-003  -5.9 3.66e-001  -3.1 1.00e+000 3.87e-001h  1
 227 6.3379472e+000 5.03e-003 5.56e-003  -6.2 1.06e+000  -3.6 1.00e+000 1.11e-001h  1
 228 6.3058329e+000 7.76e-003 1.06e-002  -5.9 2.92e+000  -4.1 1.00e+000 1.46e-001h  1
 229 6.2696252e+000 4.98e-002 1.99e-002  -5.5 1.15e+000  -3.6 1.00e+000 4.58e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230 6.2348311e+000 1.13e-001 4.00e-002  -4.8 3.06e+000  -4.1 9.99e-001 1.98e-001h  1
 231 6.1525559e+000 3.25e-001 8.71e-002  -4.4 7.22e+000  -4.6 2.03e-001 2.03e-001h  1
 232 6.1220553e+000 2.73e-001 6.23e-002  -4.7 3.02e+000  -4.2 1.00e+000 1.74e-001h  1
 233 6.0428377e+000 2.18e-001 3.95e-002  -4.3 1.08e+001  -4.6 7.54e-001 2.19e-001h  1
 234 6.0793335e+000 1.45e-001 8.61e-002  -3.9 4.03e+000  -4.2 5.21e-001 4.06e-001h  1
 235 6.1272228e+000 1.11e-001 4.09e-002  -3.7 6.18e+000  -4.7 8.21e-001 5.54e-001h  1
 236 6.1304757e+000 9.92e-002 1.68e-002  -3.8 1.04e+000  -3.4 1.00e+000 1.00e+000h  1
 237 5.9417458e+000 3.00e-002 3.44e-002  -4.4 1.08e+000  -3.8 8.92e-001 1.00e+000h  1
 238 5.9813648e+000 2.75e-001 3.22e-002  -3.5 8.58e+000  -4.3 5.06e-001 9.04e-002h  1
 239 5.8636127e+000 6.49e-002 4.80e-002  -3.9 5.87e+000  -4.8 7.19e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240 5.8331487e+000 1.59e-002 2.67e-001  -4.4 2.19e-001  -2.6 9.95e-001 1.00e+000h  1
 241 5.8128363e+000 1.93e-003 3.43e-002  -5.7 6.64e-002  -2.1 1.00e+000 8.90e-001h  1
 242 5.8050115e+000 2.44e-004 1.67e-002  -6.2 3.16e-002  -1.7 1.00e+000 8.79e-001h  1
 243 5.7962852e+000 1.73e-004 9.58e-003  -7.4 8.27e-002  -2.2 1.00e+000 4.16e-001h  1
 244 5.7860176e+000 2.02e-004 7.44e-003  -6.0 2.11e-001  -2.7 1.00e+000 2.16e-001h  1
 245 5.7730227e+000 3.09e-004 6.46e-003  -6.5 5.12e-001  -3.1 1.00e+000 1.27e-001h  1
 246 5.7501326e+000 7.28e-004 1.69e-002  -6.0 1.18e+000  -3.6 1.00e+000 1.13e-001h  1
 247 5.7347838e+000 8.22e-004 1.97e-002  -6.6 4.02e-001  -3.2 1.00e+000 2.17e-001h  1
 248 5.7166098e+000 3.83e-003 1.78e-002  -6.3 3.32e+000  -3.7 1.00e+000 1.20e-001h  1
 249 5.7045196e+000 3.93e-003 1.60e-002  -5.7 2.45e+000  -4.1 9.91e-001 3.93e-002h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250 5.6600147e+000 3.16e-003 1.41e-002  -6.1 8.11e-001  -3.7 1.00e+000 3.65e-001h  1
 251 5.6574217e+000 3.12e-003 2.66e-001  -4.9 3.20e+001  -4.2 9.78e-001 1.29e-002h  1
 252 5.5901842e+000 2.22e-003 4.66e-002  -5.8 7.25e-001  -3.8 8.28e-001 7.27e-001h  1
 253 5.5531868e+000 1.86e-002 2.56e-002  -4.8 2.42e+000  -4.2 1.00e+000 2.56e-001h  1
 254 5.4641061e+000 1.44e-002 2.07e-002  -5.4 5.13e+000  -4.7 6.15e-001 2.28e-001h  1
 255 5.4093422e+000 7.82e-003 2.58e-002  -4.6 1.69e+000  -4.3 1.00e+000 6.82e-001h  1
 256 5.2912135e+000 1.62e-002 1.70e-002  -4.6 4.24e+000  -4.8 9.73e-001 4.90e-001h  1
 257 5.1951531e+000 1.76e-002 2.08e-002  -4.9 1.65e+000  -4.3 1.00e+000 7.51e-001h  1
 258 5.1518739e+000 2.45e-002 8.18e-002  -4.4 5.91e+000  -4.8 1.00e+000 4.64e-001h  1
 259 5.1298149e+000 1.91e-002 3.52e-001  -4.4 2.90e+000  -4.4 9.92e-001 7.65e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260 5.1417127e+000 2.18e-002 1.98e-001  -4.1 4.38e+000  -4.9 1.00e+000 3.29e-001h  1
 261 5.5548684e+000 1.80e-001 1.54e-001  -3.7 7.96e+000  -5.3 7.77e-001 7.61e-001f  1
 262 5.5637529e+000 1.05e-001 1.74e-001  -3.9 8.06e-001  -3.1 8.75e-001 1.00e+000h  1
 263 5.5641288e+000 2.85e-002 1.18e+000  -3.9 1.33e+000  -1.8 5.54e-001 9.92e-001h  1
 264 5.5809525e+000 7.22e-002 2.32e+000  -3.6 2.18e+000  -2.3 1.00e+000 6.54e-001f  1
 265 5.5830216e+000 6.04e-002 1.95e+000  -3.7 3.77e+000  -2.7 2.80e-001 1.78e-001h  1
 266 5.5785002e+000 4.51e-002 1.50e+000  -3.9 1.47e+000  -2.3 1.00e+000 4.41e-001h  1
 267 5.5064781e+000 1.09e-001 3.29e-001  -9.9 1.12e+000  -2.8 3.88e-001 8.31e-001h  1
 268 5.4949332e+000 8.29e-002 2.43e-001  -4.2 2.01e+000  -3.3 1.00e+000 2.68e-001h  1
 269 5.5100067e+000 5.66e-001 4.16e-001  -4.0 1.14e+000  -2.8 1.00e+000 1.00e+000f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270 5.5105749e+000 2.75e-001 4.37e-001  -4.1 5.20e-001  -1.5 8.81e-001 1.00e+000h  1
 271 5.5090937e+000 1.16e-001 1.79e+000  -4.1 6.11e-001  -1.1 5.05e-001 1.00e+000h  1
 272 5.5069260e+000 2.73e-001 2.66e+000  -4.6 3.37e-001  -0.7 1.00e+000 1.00e+000h  1
 273 5.5028378e+000 4.18e-002 1.11e+000  -5.1 1.32e-001  -1.1 1.00e+000 1.00e+000h  1
 274 5.4956328e+000 1.37e-002 3.67e-001  -4.9 3.95e-002  -1.6 1.00e+000 6.79e-001h  1
 275 5.4855714e+000 8.10e-003 2.18e-001  -5.8 9.46e-002  -2.1 1.00e+000 4.07e-001h  1
 276 5.4693282e+000 5.55e-003 1.48e-001  -5.6 1.97e-001  -2.6 1.00e+000 3.19e-001h  1
 277 5.4474105e+000 4.36e-003 1.14e-001  -6.1 4.37e-001  -3.0 1.00e+000 2.25e-001h  1
 278 5.4192306e+000 3.67e-003 9.50e-002  -6.4 9.23e-001  -3.5 1.00e+000 1.69e-001h  1
 279 5.4017371e+000 4.20e-003 6.55e-002  -6.4 3.14e-001  -3.1 1.00e+000 3.08e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280 5.3899849e+000 3.26e-003 2.43e-002  -5.7 1.14e-001  -2.7 1.00e+000 6.25e-001h  1
 281 5.3785326e+000 4.15e-002 1.80e-002  -5.9 6.25e-001  -3.2 1.00e+000 2.57e-001h  1
 282 5.3549945e+000 1.53e-001 1.11e-001  -4.8 1.45e+000  -3.6 1.00e+000 3.27e-001h  1
 283 5.3496893e+000 2.16e-002 1.43e-002  -5.3 1.50e-001  -2.3 1.00e+000 1.00e+000h  1
 284 5.3339843e+000 1.65e-003 1.55e-003  -5.6 9.89e-002  -2.8 1.00e+000 9.97e-001h  1
 285 5.3195663e+000 1.02e-003 4.98e-003  -6.1 2.81e-001  -3.3 9.98e-001 3.99e-001h  1
 286 5.3012560e+000 1.04e-003 3.76e-002  -6.6 8.07e-001  -3.7 1.00e+000 2.13e-001h  1
 287 5.2874417e+000 1.15e-003 3.16e-002  -5.7 2.95e-001  -3.3 1.00e+000 4.76e-001h  1
 288 5.2691287e+000 5.23e-003 6.25e-002  -5.8 8.12e-001  -3.8 1.00e+000 2.41e-001h  1
 289 5.2546020e+000 1.94e-003 2.35e-002  -5.3 2.81e-001  -3.4 1.00e+000 6.48e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290 5.2330542e+000 2.58e-003 1.48e-002  -5.8 8.17e-001  -3.8 1.00e+000 3.03e-001h  1
 291 5.1861971e+000 2.72e-003 3.94e-002  -5.2 2.06e+000  -4.3 1.00e+000 3.04e-001h  1
 292 5.1142499e+000 1.28e-002 3.06e-002  -4.9 5.39e+000  -4.8 6.48e-001 2.37e-001h  1
 293 5.0888838e+000 1.43e-003 5.31e-003  -5.6 2.43e-001  -3.5 1.00e+000 9.88e-001h  1
 294 5.0813829e+000 4.63e-002 9.20e-002  -5.4 5.79e+000  -3.9 4.17e-001 1.49e-001h  1
 295 5.0750765e+000 1.62e-002 1.76e-001  -5.0 5.63e-001  -3.5 4.90e-001 1.00e+000h  1
 296 5.0425415e+000 3.58e-003 7.44e-003  -4.8 6.96e-001  -4.0 1.00e+000 1.00e+000h  1
 297 4.9924941e+000 5.67e-003 4.57e-002  -5.0 1.79e+000  -4.5 9.98e-001 4.15e-001h  1
 298 4.9715891e+000 5.98e-003 1.45e-003  -5.9 2.62e-001  -3.1 1.00e+000 9.87e-001h  1
 299 4.9515048e+000 1.55e-003 4.59e-003  -5.3 2.76e-001  -3.6 1.00e+000 9.13e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300 4.9101474e+000 3.72e-003 3.86e-003  -5.7 8.14e-001  -4.1 1.00e+000 6.89e-001h  1
 301 4.8909040e+000 4.23e-003 1.42e-003  -5.7 3.01e-001  -3.7 1.00e+000 9.49e-001h  1
 302 4.8660451e+000 2.65e-002 4.12e-003  -5.3 8.20e-001  -4.1 1.00e+000 5.90e-001h  1
 303 4.8187018e+000 1.44e-001 3.10e-002  -4.9 2.03e+000  -4.6 1.00e+000 5.14e-001h  1
 304 4.7784759e+000 9.41e-002 1.26e-002  -5.1 7.74e-001  -4.2 1.00e+000 1.00e+000h  1
 305 4.8391026e+000 5.69e-002 3.12e-002  -4.2 9.51e-001  -3.8 1.00e+000 4.88e-001h  1
 306 4.8522356e+000 3.48e-002 4.88e-002  -4.3 2.26e+000  -4.2 1.72e-001 6.97e-001h  1
 307 4.8017311e+000 1.92e-002 1.98e-002  -4.4 2.03e+000  -4.7 1.00e+000 1.00e+000h  1
 308 4.7821003e+000 1.40e-001 3.20e-002 -10.4 1.26e+000  -2.5 4.09e-001 8.76e-001h  1
 309 4.7679466e+000 4.30e-002 7.86e-003  -4.9 3.20e-001  -3.0 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310 4.7322075e+000 4.12e-003 3.98e-003  -5.4 2.05e-001  -3.4 8.10e-001 9.28e-001h  1
 311 4.7234178e+000 3.58e-003 5.03e-003  -5.4 1.13e+000  -3.9 9.96e-001 1.75e-001h  1
 312 4.6761267e+000 7.49e-002 5.97e-003  -5.5 1.41e+000  -4.4 1.00e+000 4.61e-001h  1
 313 4.6516713e+000 3.05e-002 3.85e-003  -5.2 4.90e-001  -4.0 1.00e+000 1.00e+000h  1
 314 4.6268472e+000 1.92e-002 3.83e-003  -5.3 1.23e+000  -4.4 1.00e+000 3.92e-001h  1
 315 4.5890337e+000 1.31e-002 4.07e-003  -6.0 5.32e-001  -4.0 1.00e+000 9.93e-001h  1
 316 4.5813531e+000 2.21e-003 7.70e-004  -5.7 1.97e-001  -3.6 1.00e+000 9.42e-001h  1
 317 4.5754303e+000 6.77e-004 9.84e-004  -6.1 1.58e-001  -3.2 9.89e-001 1.00e+000h  1
 318 4.5631627e+000 8.90e-004 7.62e-004  -6.4 2.33e-001  -3.6 1.00e+000 9.56e-001h  1
 319 4.5528637e+000 5.37e-004 9.34e-003  -5.9 6.81e-001  -4.1 1.00e+000 4.35e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320 4.5424884e+000 2.68e-001 2.32e-002  -5.2 3.60e+000  -4.6 7.64e-001 3.02e-001h  1
 321 4.5371943e+000 7.38e-002 1.49e-003  -5.7 2.58e-001  -3.3 1.00e+000 1.00e+000h  1
 322 4.5226851e+000 4.45e-002 5.81e-003  -6.0 2.68e-001  -3.7 1.00e+000 1.00e+000h  1
 323 4.5093280e+000 1.16e-002 5.59e-003  -5.5 7.97e-001  -4.2 1.00e+000 7.49e-001h  1
 324 4.4919595e+000 6.87e-003 6.20e-003  -5.1 2.32e+000  -4.7 1.00e+000 4.73e-001h  1
 325 4.4714308e+000 8.04e-003 2.06e-003  -5.4 8.79e-001  -4.3 1.00e+000 8.47e-001h  1
 326 4.4360936e+000 6.71e-003 3.14e-003  -5.4 2.65e+000  -4.8 1.00e+000 6.24e-001h  1
 327 4.4288965e+000 7.08e-003 8.81e-003  -5.1 7.65e+000  -5.2 1.00e+000 8.43e-002h  1
 328 4.4237753e+000 6.65e-003 1.75e-002  -4.7 3.16e+001  -5.7 9.60e-001 7.22e-002h  1
 329 4.3654404e+000 2.28e-002 1.71e-002  -5.2 5.72e+000  -5.3 1.00e+000 6.92e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330 4.4446149e+000 1.26e-002 2.51e-002  -4.6 1.10e+000  -4.0 1.00e+000 1.00e+000h  1
 331 4.4409966e+000 1.68e-003 9.74e-003  -4.6 2.73e-001  -3.5 9.81e-001 1.00e+000h  1
 332 4.4114926e+000 1.47e-003 9.18e-003  -5.3 1.96e-001  -3.1 9.95e-001 1.00e+000h  1
 333 4.3849004e+000 1.50e-003 1.71e-003  -5.4 2.68e-001  -3.6 9.93e-001 8.45e-001h  1
 334 4.3778273e+000 1.21e-003 3.20e-003  -5.5 5.12e-001  -4.1 9.87e-001 2.13e-001h  1
 335 4.3572923e+000 5.65e-004 3.82e-003  -6.2 1.88e-001  -3.6 1.00e+000 9.44e-001h  1
 336 4.3453597e+000 4.07e-004 4.87e-003  -5.9 4.86e-001  -4.1 1.00e+000 4.31e-001h  1
 337 4.3383964e+000 2.99e-003 3.94e-003  -6.0 6.00e-001  -3.7 1.00e+000 7.00e-001h  1
 338 4.3322504e+000 7.90e-004 6.01e-003  -5.5 4.33e-001  -4.2 1.00e+000 7.40e-001h  1
 339 4.3233272e+000 8.01e-004 6.23e-003  -5.8 2.00e+000  -4.6 1.00e+000 2.25e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340 4.3192707e+000 1.10e-003 9.25e-003  -5.3 9.86e+000  -5.1 1.00e+000 8.50e-002h  1
 341 4.2873480e+000 3.37e-003 4.04e-003  -5.9 1.45e+000  -4.7 1.00e+000 9.15e-001h  1
 342 4.2835416e+000 3.86e-004 3.46e-004  -5.6 5.47e-001  -4.3 1.00e+000 1.00e+000h  1
 343 4.2714927e+000 1.59e-003 1.25e-003  -6.3 2.02e-001  -3.8 9.91e-001 1.00e+000h  1
 344 4.2673195e+000 1.05e-003 7.31e-004  -6.7 1.99e-001  -3.4 1.00e+000 1.00e+000h  1
 345 4.2654435e+000 6.04e-004 6.83e-004  -6.1 2.31e-001  -3.9 1.00e+000 9.56e-001h  1
 346 4.2609815e+000 3.76e-004 4.98e-003  -6.2 6.89e-001  -4.4 1.00e+000 4.18e-001h  1
 347 4.2531125e+000 1.79e-003 9.18e-003  -6.4 2.06e+000  -4.8 1.00e+000 2.76e-001h  1
 348 4.2435078e+000 1.57e-003 2.86e-002  -5.6 6.15e+000  -5.3 1.00e+000 2.25e-001h  1
 349 4.2367086e+000 2.11e-003 9.57e-003  -5.7 2.31e+000  -4.9 1.00e+000 4.87e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350 4.2331671e+000 1.32e-003 2.06e-003  -5.7 8.68e-001  -4.5 1.00e+000 8.32e-001h  1
 351 4.2454736e+000 1.27e-003 2.42e-003  -5.3 3.28e-001  -4.0 1.00e+000 1.00e+000h  1
 352 4.2247221e+000 5.67e-004 2.06e-003  -6.0 9.71e-001  -4.5 1.00e+000 9.08e-001h  1
 353 4.2194089e+000 1.33e-003 2.89e-002  -5.6 2.91e+000  -5.0 9.48e-001 4.47e-001h  1
 354 4.2086506e+000 3.85e-003 6.76e-003  -5.7 8.61e+000  -5.5 9.99e-001 2.74e-001h  1
 355 4.2022144e+000 8.17e-003 1.31e-002  -5.4 2.42e+001  -5.9 1.00e+000 1.18e-001h  1
 356 4.1868938e+000 1.62e-002 1.09e-002  -5.8 8.34e+000  -5.5 9.99e-001 3.96e-001h  1
 357 4.1823667e+000 6.14e-002 1.86e-003  -5.5 2.67e+000  -5.1 1.00e+000 9.57e-001h  1
 358 4.1779679e+000 6.93e-004 1.96e-004  -5.7 1.24e-001  -3.8 1.00e+000 1.00e+000h  1
 359 4.1734182e+000 9.48e-005 8.11e-003  -6.0 6.81e-002  -3.3 8.45e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360 4.1670858e+000 1.48e-003 1.40e-003  -6.6 1.99e-001  -3.8 1.00e+000 8.35e-001h  1
 361 4.1670091e+000 5.40e-002 9.70e-003  -6.0 1.95e+001  -4.3 4.91e-001 4.98e-002h  1
 362 4.1619211e+000 3.06e-002 9.45e-003  -6.2 1.27e+000  -4.8 1.76e-001 5.29e-001h  1
 363 4.1640466e+000 2.08e-002 1.20e-002  -5.6 3.79e+000  -5.2 1.00e+000 3.77e-001h  1
 364 4.1586157e+000 1.47e-002 9.33e-003  -5.6 1.12e+001  -5.7 1.00e+000 3.10e-001h  1
 365 4.1440860e+000 1.14e-002 5.85e-003  -6.8 3.13e+001  -6.2 3.22e-001 2.28e-001h  1
 366 4.1525515e+000 6.54e-003 1.05e-002  -5.5 9.57e-001  -4.0 4.48e-001 8.71e-001h  1
 367 4.1507423e+000 2.09e-003 1.86e-003  -5.6 4.30e-001  -4.4 1.00e+000 7.44e-001h  1
 368 4.1420801e+000 1.22e-003 2.72e-003  -5.8 1.45e+000  -4.9 1.00e+000 9.97e-001h  1
 369 4.1372088e+000 9.31e-003 2.40e-003  -5.8 2.60e+000  -5.4 1.00e+000 6.29e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370 4.1319905e+000 1.89e-002 1.19e-003  -6.1 1.74e-001  -4.1 9.98e-001 1.00e+000h  1
 371 4.1346873e+000 3.33e-003 5.16e-004  -5.8 3.67e-001  -4.5 1.00e+000 1.00e+000h  1
 372 4.1417903e+000 1.74e-003 1.41e-003  -5.6 9.92e-001  -5.0 1.00e+000 8.95e-001h  1
 373 4.1361695e+000 3.30e-003 1.55e-003  -5.6 2.62e+000  -5.5 1.00e+000 7.12e-001h  1
 374 4.1336214e+000 1.24e-003 1.60e-003  -5.6 9.66e-001  -5.1 8.98e-001 1.00e+000f  1
 375 4.1318119e+000 5.18e-003 3.88e-003  -5.7 7.99e-001  -4.7 1.00e+000 9.21e-001h  1
 376 4.1433001e+000 4.61e-003 1.44e-003  -5.4 1.07e+000  -5.1 1.00e+000 9.29e-001h  1
 377 4.1406832e+000 1.92e-004 7.96e-004  -5.5 7.69e-002  -3.8 1.00e+000 1.00e+000h  1
 378 4.1383423e+000 1.57e-004 2.05e-002  -5.9 3.86e-001  -4.3 9.36e-001 2.07e-001h  1
 379 4.1272203e+000 5.37e-004 8.96e-003  -6.3 5.11e-001  -4.8 1.00e+000 5.53e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380 4.1197264e+000 1.38e-003 1.85e-003  -6.0 1.57e+000  -5.2 1.00e+000 7.34e-001h  1
 381 4.1203563e+000 1.63e-003 1.85e-003  -5.7 5.46e+000  -5.7 1.00e+000 2.51e-001h  1
 382 4.1217465e+000 2.03e-003 8.00e-003  -5.5 3.67e+001  -6.2 8.70e-001 1.30e-001h  1
 383 4.1193492e+000 1.88e-003 2.96e-003  -5.9 9.02e+000  -5.8 1.00e+000 2.92e-001h  1
 384 4.1130254e+000 1.65e-002 6.08e-004  -6.0 1.44e+000  -5.3 1.00e+000 9.60e-001h  1
 385 4.1107630e+000 2.57e-003 1.77e-003  -6.3 2.68e-001  -3.1 9.94e-001 1.00e+000h  1
 386 4.1135306e+000 4.20e-002 9.43e-003  -5.8 1.80e+000  -3.6 1.00e+000 5.50e-001h  1
 387 4.1138796e+000 9.01e-003 9.02e-004  -5.9 4.74e-001  -4.1 1.00e+000 1.00e+000h  1
 388 4.1139175e+000 2.56e-003 1.18e-004  -5.9 2.18e-001  -3.6 1.00e+000 1.00e+000h  1
 389 4.1136553e+000 6.17e-003 1.30e-003 -11.0 1.09e+001  -4.1 1.25e-001 3.05e-002h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
